Metacritic,Recomendaciones,Propietarios,Jugadores,Precio
0,187,37125,20446,9.99
0,0,5201,1973,9.99
0,154,28875,10761,9.99
0,169,15783,9147,4.99
0,8504,1283246,921319,19.99
0,0,15424,3408,6.99
61,0,20805,4125,6.99
0,337,39098,24033,5.99
0,102,20805,10940,4.99
0,0,7712,4304,19.99
0,0,25647,4663,9.99
53,374,52370,19908,5.99
0,734,360493,64925,9.99
70,461,274943,114963,0.49
0,0,18832,7891,4.99
0,7066,738920,381297,5.99
76,6677,1317681,687088,19.99
66,175,20625,8967,19.99
91,26956,1213479,1122908,39.99
70,0,57392,9685,4.99
0,0,13272,1255,9.99
0,164,14886,6995,5.99
0,168,40892,18652,2.99
0,0,539,533,4.99
0,164,21881,12375,4.99
77,323,7712,5380,4.99
64,389,35153,18832,2.49
0,0,1435,1435,7.99
0,326,16859,15603,14.99
73,4054,171817,132898,4.99
63,147,6098,3946,14.99
0,237,39816,25826,19.99
0,0,2332,717,6.99
0,0,0,0,6.99
0,0,1255,717,6.99
0,0,13451,1435,6.99
0,0,6457,2870,4.99
0,0,7891,2690,4.99
0,0,10582,3049,4.99
58,324,45375,27440,19.99
68,284,27261,13272,5.99
0,0,9864,3408,1.24
0,1367,166257,118012,4.99
0,136,27440,5022,2.99
0,0,7891,4125,2.99
0,0,13272,2152,6.99
54,137,22598,4842,4.99
67,314,60261,34435,4.99
0,0,13451,1255,2.99
0,158,65821,26364,3.99
0,0,46093,11120,2.99
0,297,40533,23315,19.99
0,10465,397977,340406,39.99
73,872,257008,100436,19.99
0,481,74251,43582,6.99
67,157,36767,6815,4.99
68,0,34614,3946,4.99
0,0,33718,4304,7.99
0,140,4842,4125,9.99
0,137,38740,15603,9.99
0,201,12196,8609,12.99
63,6745,394210,355650,39.99
0,212,52370,31745,1.99
0,3100,288394,201948,19.99
0,0,42147,19370,14.99
75,2645,175583,163926,19.99
0,0,11299,2424,4.99
69,167,18114,14527,19.99
0,309,34794,18832,4.99
74,141,22419,11299,19.99
76,2491,172176,100615,9.99
71,492,69050,41430,4.99
0,2973,382732,244274,0.49
0,113,19190,5919,3.99
0,570,63848,42327,2.99
0,113,3228,3228,14.99
0,0,27620,13810,4.99
0,0,23853,5380,4.99
0,456,40174,24930,3.99
0,0,35511,10223,5.99
0,0,11658,6815,9.99
62,24336,6385383,4042360,0.0
0,27890,4846026,4428859,0.0
0,181,19549,6457,4.99
0,0,10761,3766,4.99
0,0,0,0,0.0
71,137,71919,23674,9.99
0,0,0,0,0.0
0,0,5919,3228,4.99
0,0,0,0,0.0
0,362,46093,40533,19.99
0,108,10044,8250,9.99
0,288,13093,11120,1.99
0,0,25826,12375,6.99
0,0,21522,6995,6.99
0,0,22957,3228,4.99
0,0,20446,3587,4.99
0,278,405509,37125,9.99
65,115,25826,14169,14.99
0,0,10940,4125,9.99
0,239,49859,24033,9.99
82,184,12375,9685,9.99
0,211,99898,53446,0.69
0,406,94517,34973,4.99
0,2727,219165,109941,4.99
0,0,12196,3766,4.99
0,0,13451,3766,4.99
0,0,34614,17935,6.99
0,0,31386,16321,6.99
0,0,22060,5919,6.99
0,0,8967,2690,4.99
0,1110,164822,110121,39.99
0,297,117295,24212,9.99
0,127,7712,5560,14.99
0,2045,540201,262209,0.49
0,369,32104,22419,9.99
0,735,68870,27620,5.99
0,0,3049,3049,8.99
0,0,21343,9147,9.99
0,108,10761,6457,9.99
0,0,6995,5380,14.99
0,2313,614272,231361,0.0
0,0,12734,6636,6.99
74,232,24392,13451,14.99
0,446,54881,28337,19.99
0,114,22060,4304,19.99
0,1715,168409,94338,9.99
0,403,166974,27440,9.99
0,432,59185,38919,5.99
0,133,23495,14169,4.99
0,213,16680,11837,4.99
0,256,68691,42865,9.99
0,0,0,0,7.99
0,177,97207,33000,14.99
0,293,146349,86088,14.99
0,392,82321,49859,2.99
0,0,26006,6277,14.99
0,0,897,897,9.99
0,895,56495,33538,1.99
0,0,10044,5560,8.99
0,403,102050,59903,3.99
0,0,3408,1076,4.99
0,0,10940,3408,4.99
68,414,110121,59185,14.99
75,121,41609,22598,14.99
0,0,30489,14169,6.99
0,0,29055,11120,6.99
0,0,20267,4125,6.99
0,0,20984,5022,6.99
0,0,18473,1973,4.99
60,0,6277,1793,6.99
0,0,21522,7353,6.99
0,192,30848,14348,6.99
0,0,25288,8429,6.99
0,0,23674,5201,6.99
0,0,21343,4125,6.99
0,0,16141,2511,6.99
0,0,19728,2870,4.99
70,143,55778,19549,9.99
0,0,59723,18652,4.99
0,0,51294,12554,4.99
0,813,72099,57571,19.99
0,6554,878096,579658,19.99
0,324,22239,13272,4.99
59,0,34973,12734,9.99
0,113,16321,3946,4.99
0,0,2152,1793,19.99
0,1011,182219,111914,0.99
0,212,29413,20446,3.99
0,327,20805,14169,4.99
0,3909,460928,232258,14.99
0,293,20267,13093,0.99
0,0,6636,4304,6.99
0,0,16500,9326,4.99
0,0,3587,2870,19.99
0,0,3766,897,14.99
75,953,120164,65821,8.99
69,0,34076,6815,2.99
0,159,19549,17038,6.99
0,370,20267,14169,6.99
0,1302,140789,105816,9.99
0,0,28875,13631,9.99
74,0,2511,2694,9.99
71,675,43223,33538,19.99
58,275,172893,25109,5.99
0,0,75506,7174,4.99
0,110,16500,11120,7.99
48,683,95414,51294,19.99
77,0,13451,7353,9.99
0,713,75147,45555,0.59
0,0,7353,1081,4.99
0,1442,285704,100077,3.99
0,167,36408,21522,9.99
0,1173,162849,101333,19.99
0,2562,517962,262209,12.99
69,113,33897,11478,9.99
0,0,13810,538,9.99
0,147,28517,15783,4.99
72,824,106175,80887,9.99
74,2038,369998,212888,14.99
0,141,44837,15245,5.99
0,101,1435,1435,9.99
62,471,37663,16141,5.99
0,102,23495,5919,6.99
0,0,2870,1077,24.99
0,0,13810,9147,6.99
0,109,6457,5201,19.99
0,0,2870,2690,7.99
41,0,5739,717,4.99
0,0,1070,533,0.0
49,138,12554,2511,7.99
0,0,42506,11299,12.99
79,399,34076,25109,19.99
0,0,5380,1793,4.99
80,11878,813709,757752,39.99
67,0,43223,4304,5.99
0,541,174507,38560,0.0
39,5511,1230518,595979,0.0
0,0,9147,7353,14.99
0,179,29593,12196,4.99
0,0,2870,1435,9.99
0,350,17756,12734,3.99
0,320,35332,27620,24.99
59,1374,274226,183654,9.99
0,178,21163,19908,14.99
61,1843,261671,150116,5.99
71,9920,900694,820883,17.99
0,0,2511,1614,5.99
0,0,17576,6995,5.99
0,0,13451,4304,5.99
0,0,13451,5022,5.99
0,0,14886,5919,9.99
0,0,5919,4484,4.99
0,0,75147,0,33.99
0,192,56674,17935,7.99
0,0,32104,5022,9.99
82,563,35870,25288,4.99
72,139,17397,8967,4.99
0,129,25288,6457,4.99
0,0,13451,3228,4.99
0,0,12375,2870,4.99
0,0,5919,1077,4.99
0,0,18473,3766,4.99
0,369,224366,86088,9.99
0,181,24033,19908,14.99
72,9150,2169951,1455243,0.0
0,0,0,0,14.99
0,237,129490,60620,0.0
0,0,27082,11299,7.99
0,4691,664132,422727,2.99
68,377,31386,24571,13.99
0,0,13631,1435,5.99
0,349,19370,14348,3.99
57,905,56674,22239,9.99
0,151,35870,19728,6.99
0,0,6815,3766,9.99
0,0,12016,1616,1.99
0,0,17756,7174,5.99
0,857,550245,243198,0.0
63,606,122137,48245,19.99
0,0,9147,5201,6.99
0,420,104920,53087,3.99
0,0,0,0,39.99
0,0,20446,9326,19.99
73,196,24033,12554,14.99
0,0,17397,9506,9.99
0,2242,94517,81783,19.99
0,115,167871,34435,14.99
87,2557,663414,346145,14.99
78,302,201410,61517,9.99
0,0,538,535,6.99
0,0,12913,9326,7.99
73,0,11299,5380,19.99
65,0,3766,3228,19.99
0,0,3587,1073,4.99
0,0,18473,10761,4.99
0,257,21881,17397,6.99
0,625,97387,55778,2.99
0,432,87523,46452,7.99
0,115,41968,5919,19.99
0,166,6815,6277,4.99
0,0,5560,3408,2.49
0,0,22239,4125,4.99
0,569,97566,40712,4.99
0,0,2332,1973,7.99
0,112,53446,28696,4.99
68,173,19011,10402,14.99
72,3962,433847,380221,44.99
75,316,23315,19908,19.99
77,0,31207,2152,4.99
0,0,40892,13810,1.04
0,835,257367,143300,0.69
0,0,7891,3766,19.99
0,0,6277,2690,19.99
0,423,24930,17218,4.99
66,4481,488010,325340,14.99
0,0,4663,2152,12.99
0,0,1616,539,9.99
71,739,202306,106354,14.99
0,0,8071,3228,19.99
55,421,117653,58468,4.99
0,0,23315,5380,14.99
0,0,32642,15245,9.99
0,0,51294,7891,4.99
66,0,24930,3049,2.99
0,0,37125,6098,4.99
0,0,42865,5919,4.99
63,0,31745,3587,2.99
0,321,45017,10582,0.99
0,592,64745,18294,0.49
0,0,34256,5919,4.99
0,1596,130028,117653,19.99
0,138,31924,13810,9.99
0,0,38919,6636,5.99
0,0,44658,5919,5.99
0,0,41430,6098,9.99
0,0,39995,3946,9.99
0,0,39098,2690,9.99
0,0,26544,6277,4.99
0,0,9685,6277,1.39
61,9524,699643,580555,19.99
0,0,7891,808,19.99
0,454,46631,22598,14.99
0,1200,78376,60261,2.99
0,1425,117115,86985,24.99
0,335,36587,22957,2.49
66,724,75506,48245,9.99
0,0,19370,2152,6.99
0,466,40712,26364,1.99
0,0,5022,533,14.99
0,19051,3533904,2601824,0.0
0,0,5560,3049,12.99
0,0,3049,1435,7.99
0,0,3049,1435,4.99
0,0,18652,11658,5.99
0,9270,311172,195850,9.99
49,0,21881,9864,6.99
0,141,6995,6636,34.99
0,0,2332,1435,24.99
66,0,23136,7533,4.99
0,7312,660186,424341,0.99
0,0,17397,9685,1.99
75,323,38381,20087,9.99
0,0,62234,10582,14.99
0,130,23853,14886,3.99
72,127,19370,8967,14.99
0,0,22239,15424,7.99
0,0,717,538,11.99
68,439,123034,73713,9.99
0,146,28337,16500,4.99
0,0,12913,2690,14.99
0,0,14707,2152,9.99
0,40879,7174342,5862400,0.0
0,0,7353,3946,14.99
0,141,13451,5919,19.99
82,4024,266513,220600,19.99
88,5625,220779,196388,19.99
63,252,36229,15245,9.99
0,0,533,0,0.0
0,0,3587,1435,9.99
81,3120,416988,328389,18.99
0,0,3946,897,6.99
0,0,0,0,19.99
0,141,10940,9147,9.99
0,222301,27025292,21438373,0.0
0,259,10761,9147,14.99
0,0,10223,5022,5.99
83,815,258084,119447,9.99
0,265,49500,16859,3.99
59,624,46452,30669,12.99
0,0,6457,544,14.99
0,0,17218,9147,9.99
0,0,17218,9864,24.99
0,0,17935,4842,9.99
0,0,4304,3946,19.99
0,17660,846351,771024,19.99
0,0,11478,2690,6.99
0,0,0,0,0.0
0,0,47348,17397,3.99
0,101,28337,17218,8.99
0,0,6277,4125,3.99
0,0,14707,897,9.99
0,234,50039,15245,5.99
0,559,11478,10761,17.99
0,260,35153,20984,2.99
0,0,1973,3265,0.0
0,1840,150833,144735,9.99
0,1374,367308,218806,0.5
0,0,21881,4484,9.99
0,0,94159,55419,5.99
69,0,8071,5201,14.99
0,335,22419,10402,18.99
0,166,16141,10582,8.99
78,774,58647,52549,29.99
0,2417,785910,435819,0.0
0,142,24930,11478,9.99
0,0,2332,535,9.99
0,2077,56495,35153,1.99
0,726,278351,150833,4.99
0,205,44837,22598,8.99
0,0,0,0,0.0
0,187,18473,12375,1.99
0,468,109403,68512,4.99
0,0,12913,7353,18.99
0,0,15962,8967,5.99
0,1931,652653,242839,0.0
0,182,44479,21881,6.99
0,379,133615,75506,6.99
68,124,19011,8967,9.99
80,181,75506,19908,9.99
0,0,39636,12734,5.99
0,0,2870,1973,9.99
73,905,84115,67794,19.99
0,4540,481195,350987,29.99
76,15561,690137,645838,14.99
0,767,0,0,19.99
0,4200,485499,286780,14.99
0,140,114784,57392,1.19
57,356,85191,38201,5.99
0,0,1605,1600,0.0
0,0,2690,2690,18.99
0,0,897,537,3.99
0,0,18473,3049,9.99
0,0,0,0,4.99
76,1990,150295,128952,14.99
0,0,12913,7533,4.99
0,0,1793,1255,9.99
0,360,165898,31745,5.99
0,322,64925,44658,7.99
0,193,23853,13272,5.99
0,940,64387,41609,5.99
0,0,5560,3408,9.99
77,761,117653,68870,19.99
0,262,33538,18832,7.99
62,128,46272,11658,17.99
0,101,4663,3946,13.99
0,754,104381,61696,7.49
70,0,66897,10044,7.49
0,0,2690,717,14.99
0,251,45734,22598,13.99
0,515,50577,31207,19.99
74,6575,219165,214681,59.99
0,0,3946,1067,9.99
66,215,6277,3587,14.99
70,0,21881,15245,0.99
63,0,6098,3049,0.99
0,293,15065,8250,1.01
0,225,14527,8967,3.99
0,430,34614,23674,0.99
0,44348,1378660,1309969,59.99
78,785,21343,19370,39.99
0,254,69050,37305,9.99
80,7709,740714,579120,19.99
0,538,69408,20984,1.79
70,602,238535,76403,6.99
0,0,5201,537,2.99
74,1966,203741,148322,29.99
0,0,15603,8788,14.99
84,5968,484065,465053,14.99
0,3814,175404,118012,39.99
0,201,61517,37484,19.99
0,222,9506,8609,14.99
0,0,27082,6815,4.99
0,0,123034,6098,2.99
0,583,64745,39636,4.99
0,0,4484,3049,14.99
0,0,533,0,3.99
0,0,10223,2870,9.99
0,294,15962,7891,1.99
0,0,21701,2152,9.99
0,0,3766,3587,0.0
0,771,23674,23136,14.99
0,0,10582,1973,9.99
0,151,15783,9506,9.99
0,0,897,803,2.99
0,0,5201,2134,4.99
0,0,8788,539,0.99
56,0,5919,3766,14.99
0,0,0,0,0.0
82,5996,326416,304356,12.99
0,242,46093,20805,19.99
0,936,215399,130387,7.99
0,198,99360,52908,2.99
0,0,2511,544,0.0
0,0,97746,5380,19.99
72,836,65104,58827,24.99
0,159,49321,20805,19.99
0,1208,188138,71560,4.99
0,112,5201,4304,3.99
0,0,59723,16859,9.99
0,0,2332,2152,14.99
0,11834,2758217,1700593,0.0
0,1689,141148,88240,2.99
0,201,32283,7891,2.99
68,391,94697,47528,19.99
0,15759,739817,724752,14.99
0,134,30848,13810,19.99
0,0,1793,1081,19.99
0,110,5739,1435,0.99
0,0,26006,12196,8.99
0,199,68512,26902,9.99
0,216,16141,9326,1.99
68,994,100615,79452,19.99
0,1641,307405,221676,7.49
64,0,15603,9147,19.99
0,0,21343,10044,6.99
75,0,7533,3408,19.99
0,0,1347,1077,0.99
0,137,23315,7533,4.99
0,535,205176,113528,0.0
0,3414,412145,261133,0.5
0,307,48962,34973,0.0
0,356,26185,20805,5.99
78,158,18473,14527,19.99
0,0,15962,9864,9.99
0,0,16141,7891,9.99
0,0,2870,2332,9.99
0,779,29772,28337,14.99
0,392,30848,27082,9.99
0,560,143300,85370,0.99
0,1263,578940,136844,0.0
0,0,14348,8429,2.24
0,0,1873,803,0.0
0,0,0,0,0.0
0,0,5560,1255,9.99
0,233,12016,10223,9.99
80,1251,102229,92544,11.99
0,1091,346503,203024,1.99
0,0,13989,8967,3.99
0,0,21163,3766,6.99
0,0,0,0,12.99
0,0,24033,2152,7.99
58,0,15783,9326,19.99
59,0,23136,10582,4.99
0,0,21163,3587,7.99
87,1379,191904,106892,19.99
51,1579,52191,39995,19.99
0,0,5919,3946,0.0
57,424,55598,29772,19.99
74,433,181681,59723,34.99
0,0,1435,537,0.0
0,0,16859,6995,4.99
0,0,10940,2332,9.99
63,656,566207,114066,4.99
0,125,28158,6098,9.99
0,0,7891,2152,12.99
0,0,9147,5380,9.99
0,4173,532489,309378,1.49
57,154,17038,9326,19.99
0,0,8788,1793,4.99
0,1845,96849,90930,7.99
0,0,8071,897,4.99
0,0,36229,7353,9.99
0,0,3049,1076,7.99
0,0,26544,5560,9.99
0,147,17576,12375,9.99
0,0,4663,1973,9.99
0,980,61158,36587,19.99
0,103,19908,5560,4.99
0,289,10940,10402,15.99
0,169,8429,7353,4.99
0,143,44658,26723,3.99
0,0,16680,3946,9.99
0,0,3049,1793,9.99
63,0,9685,4663,19.99
0,0,18652,11299,4.99
0,0,9326,5560,9.99
0,0,27261,8250,5.99
0,0,23136,8609,9.99
0,0,11658,6277,19.99
0,0,6457,1255,19.99
0,0,6457,2870,29.99
0,6364,1732338,1044532,0.0
0,1142,47886,45555,4.99
57,0,66180,13631,14.99
0,269,45555,25288,7.99
0,0,27979,9326,4.99
0,0,8609,1605,4.99
84,2330,587908,314220,14.99
0,0,3049,2332,9.99
55,126,13451,7891,14.99
0,457,15424,12375,9.99
0,0,8250,5739,9.99
0,0,19011,3946,6.99
0,212,51294,25288,9.99
0,0,5919,1614,19.99
0,238,27440,16500,24.99
0,173,92006,53984,9.99
0,0,76941,9326,19.99
0,0,11837,6457,14.99
0,151,46272,21163,24.99
81,0,2870,1793,19.99
0,7554,1814838,1047402,0.0
0,1200,341482,166078,0.0
0,132,35153,24212,6.99
0,882,34435,22419,1.99
0,115,3946,3049,9.99
0,0,13451,5022,9.99
0,497,71560,38201,7.99
0,0,23853,2332,9.99
0,0,1614,1070,13.99
0,0,8788,1973,9.99
47,152,22239,6457,4.99
0,0,5022,1793,1.99
0,0,5201,2690,3.99
0,1530,129849,91110,19.99
72,560,54164,50039,14.99
0,0,1076,544,19.99
0,0,5560,3228,19.99
0,3366,359955,264541,1.99
0,0,16859,11120,4.99
0,777,54881,45196,14.99
0,0,1076,0,4.99
73,710,106175,53984,19.99
0,0,0,0,12.99
0,186,12913,3946,4.99
0,0,5022,1076,19.99
0,0,15962,8071,12.99
0,0,5560,2511,19.99
0,147,12375,10223,19.99
0,0,6098,2511,19.99
0,281,25826,11120,9.99
61,0,8429,3228,19.99
0,371,155137,86088,6.99
0,0,9326,537,7.99
0,0,23315,11299,3.24
0,297,27979,25288,9.99
0,224,18114,16321,14.99
0,192,65283,29234,3.99
0,114,6098,4304,5.99
0,0,3766,1793,39.99
0,0,1435,808,7.99
76,140,45555,22060,14.99
0,0,6457,2870,9.99
80,275,104023,37125,14.99
0,59864,3446920,2096955,0.0
0,136,66180,28337,0.0
0,0,15962,7712,12.99
0,0,0,0,0.0
0,3051,429901,194953,21.99
77,362,68512,29772,5.99
0,0,803,537,14.99
62,376,42865,33000,14.99
66,1144,127876,90392,11.99
0,259,65463,38740,3.99
0,1402,88061,84294,29.99
0,0,32104,10582,1.49
0,718,40533,37484,14.99
0,0,1614,537,9.99
66,0,33000,12375,6.99
0,400,52370,35153,10.99
0,340,176301,66718,0.0
0,0,6995,4125,6.99
0,0,6815,4842,3.99
0,0,3228,2332,3.99
0,0,7174,5560,4.99
0,0,6457,4663,3.99
0,515,20805,14169,14.99
57,637,50577,24930,9.99
61,251,28158,19908,14.99
0,0,2511,535,5.99
63,527,59544,36408,2.49
0,350,190111,93979,9.99
0,0,5380,3766,34.99
0,201,12554,10223,14.99
0,0,1793,1351,4.99
0,0,1614,1255,8.99
0,2514,100436,87702,19.99
0,0,2152,1076,9.99
0,0,1793,0,14.99
0,104,31386,9147,6.99
54,0,1255,808,9.99
80,368,119088,82860,19.99
0,180,8250,7712,9.99
0,554,185089,51832,0.0
0,166,7174,6457,49.99
66,275,78914,29055,16.99
0,0,4304,539,9.99
0,133,83039,39278,2.24
0,0,8250,1435,9.99
0,315,58109,32283,1.99
0,242,13810,12734,14.99
0,0,10044,3408,14.99
61,0,11837,6457,9.99
0,805,38740,34794,14.99
0,0,5739,2332,19.99
0,27117,507021,489804,3.99
83,335,26185,22598,19.99
74,727,32821,27440,9.99
0,346,71381,33000,9.99
83,36471,5347487,4026039,14.99
0,0,0,0,4.99
53,0,1076,540,9.99
82,6264,288573,277454,24.99
0,520,32821,30848,49.99
0,0,3946,1255,9.99
0,0,10582,897,9.99
82,355,21522,12913,8.99
0,0,0,0,0.0
0,1073,66180,58468,19.99
72,1290,106892,96849,14.99
49,3112,155137,119267,9.99
59,103,30310,13093,1.49
0,0,26902,7533,1.99
0,0,0,0,10.99
0,759,43941,43044,14.99
0,0,3587,4280,1.99
75,3217,407303,252166,7.99
77,9834,3773336,2119015,0.0
79,719,101691,39816,19.99
0,0,21343,2690,5.99
0,0,5919,3587,9.99
0,175,29951,20984,14.99
0,11147,630593,602794,49.99
0,311,14527,9864,14.99
79,788,101871,73354,14.99
0,0,8788,1616,19.99
60,474,67435,30669,9.99
80,2307,201948,186165,14.99
0,189,0,0,9.99
0,132,26544,15603,4.99
0,1812,99180,94338,14.99
0,190,17935,5919,4.99
81,0,6636,5380,9.99
83,620,32821,19190,49.99
0,111,13631,12554,19.99
0,0,0,0,7.99
59,480,28517,25647,14.99
0,0,2155,2667,6.99
0,0,8250,4304,19.99
0,0,539,539,19.99
0,411,14886,14348,34.99
0,331,91648,41071,2.99
0,123,32104,3587,2.99
54,144,13451,5560,14.99
0,0,11658,8788,11.99
0,0,6457,2511,9.99
68,0,9864,8429,19.99
0,0,24392,10402,4.99
0,204,61338,14348,4.99
0,0,21701,2511,1.99
0,0,179350,170382,35.99
0,2417,420216,256291,0.0
0,293,73354,40712,4.99
0,286,10223,5919,9.99
0,0,10761,5739,4.99
0,0,4125,2332,5.99
0,255,18652,10402,9.99
0,0,0,0,12.99
0,0,17218,9326,5.99
68,102,89854,25647,8.99
0,439,38022,32283,17.99
0,0,1435,1076,19.99
64,228,17935,11837,9.99
0,136,12554,8429,19.99
0,0,7533,4125,9.99
0,0,13810,7353,4.99
0,0,5919,5022,0.0
0,0,1076,1067,12.99
0,0,10582,535,9.99
0,0,80528,39995,4.99
0,401,20267,17218,9.99
0,1261,166974,107251,0.99
0,743,101153,69408,1.99
0,278,18473,15065,19.99
0,0,2870,2332,9.99
61,1781,196567,174686,9.99
0,0,4663,539,1.99
0,3663,554190,537690,6.99
0,0,9685,2155,4.99
0,1456,93620,65463,14.99
0,0,6457,3766,9.99
0,151,12734,9864,1.99
0,0,52191,14348,9.99
0,183,9506,7891,14.99
0,238,61696,39278,8.99
0,0,637050,11299,0.0
0,0,34256,3049,5.99
0,148,25109,6815,4.99
79,681,56674,52729,29.99
0,304,27440,16321,14.99
0,1362,63490,48783,14.99
0,0,1973,1614,9.99
74,299,42147,23495,19.99
69,210,52191,23315,19.99
0,0,30489,10044,6.99
0,0,28517,6277,6.99
0,127,35511,15245,6.99
66,4324,234769,140969,3.99
0,168,7712,6098,5.99
0,0,2870,540,4.99
85,0,4125,2511,9.99
68,541,100974,36946,12.99
61,0,4842,2332,14.99
70,0,3408,2870,14.99
0,0,33180,16141,4.99
84,219,31207,17038,9.99
0,0,0,0,0.0
0,827,66539,61338,14.99
70,314,12734,11120,14.99
60,4066,486755,376275,12.99
0,0,13989,2152,6.99
0,0,15783,1973,6.99
0,0,21522,6636,6.99
0,0,17576,1255,6.99
0,0,20625,5739,6.99
0,0,3228,1600,1.99
0,516,297003,121958,0.0
0,926,42327,38919,9.99
0,0,28517,5739,14.99
0,347,44479,20087,14.99
0,0,17756,1435,6.99
0,0,21163,3228,6.99
0,0,23136,4304,6.99
0,0,3228,2332,14.99
0,0,1793,1077,6.99
0,0,1886,808,0.99
0,0,2332,717,4.99
0,105,3587,2870,12.99
0,0,7712,1973,4.99
0,894,119985,62055,7.99
0,0,14169,2511,9.99
0,0,111914,5739,2.99
0,0,1886,1616,18.99
0,2041,185806,129490,24.99
0,1845,300231,172355,0.0
0,1427,110838,91827,14.99
0,118,10044,8967,12.99
0,169,15245,5380,6.99
58,0,26006,8788,9.99
0,0,1435,1076,4.99
0,0,18294,4663,4.99
0,749,512222,240149,14.99
0,1531,118729,108148,29.99
0,923,117115,46990,29.99
76,270,94517,20267,9.99
0,0,6098,533,9.99
64,1639,144914,103664,11.99
0,0,22957,2870,6.99
0,126,41071,6995,6.99
0,105,9147,5739,4.99
0,0,11120,6277,5.99
0,742,58109,28158,1.99
0,572,38201,31027,9.99
0,2173,220959,145094,0.99
0,0,2332,897,12.99
0,0,2511,1793,0.0
0,0,8788,7891,14.99
0,0,12734,6277,4.99
77,208,72099,27799,9.99
68,262,26364,20087,13.99
0,880,173790,111017,4.99
0,0,11658,3228,4.99
0,0,4842,2152,14.99
0,0,15424,7533,4.99
0,149,11658,11478,7.99
0,346,60261,19728,9.99
0,700,53984,44120,4.99
0,0,533,0,5.99
0,0,16500,8250,9.99
0,0,18832,3228,11.99
0,0,8967,3946,5.99
0,781,415732,183475,0.0
80,447,117295,39098,19.99
0,9739,601000,378966,24.99
0,7707,584321,420037,29.99
0,0,538,538,14.99
0,148,39636,19370,9.99
0,1451,382911,175942,0.0
73,0,4842,2972,19.99
68,0,6815,2511,9.99
0,608,20984,17218,0.99
0,0,717,0,9.99
0,0,1435,1067,5.99
0,151,37484,15962,9.99
0,0,121240,35691,0.0
0,0,14348,7174,2.99
0,1276,141866,92006,3.99
0,0,5380,1973,9.99
0,0,4484,3049,14.99
0,16484,1075918,661441,0.0
0,0,0,0,0.0
0,794,22777,22060,12.99
0,0,3766,2511,13.99
0,0,12196,5919,3.99
0,2660,179350,165540,49.99
0,171,61876,21522,4.99
0,0,20087,3049,2.99
0,1404,419140,268845,1.99
0,125,15065,7533,8.99
0,0,4663,2152,19.99
56,0,24750,13093,5.99
0,0,103305,56495,4.99
0,0,0,0,0.0
0,145,29234,13810,1.99
0,0,0,0,9.99
80,1497,93979,79990,19.99
82,161,26364,9326,12.99
0,7753,466309,444070,14.99
0,0,4304,3408,9.99
0,0,2675,1600,8.99
0,0,5560,2332,14.99
0,0,6995,3587,9.99
0,142,7533,5022,4.99
0,104,7712,2332,9.99
0,403,62593,43582,4.99
0,5008,418064,267410,19.99
0,0,6098,2690,9.99
0,588,37843,36946,15.99
0,0,10223,5739,0.99
0,0,3946,2690,9.99
62,0,16321,7174,9.99
0,0,1614,540,8.99
0,125,14348,7891,7.99
0,278,40174,25826,0.49
0,0,4842,897,13.99
0,0,1435,1435,4.99
0,0,1077,1633,19.99
0,0,1076,803,9.99
0,195,19370,10940,13.99
0,769,32821,21881,7.99
0,0,4842,2870,5.99
0,0,1076,533,8.99
0,324,14348,13631,14.99
0,0,14169,8429,4.99
0,0,2152,1614,11.99
0,0,1973,1435,16.74
68,0,22060,3946,7.99
0,0,9506,3946,9.99
0,0,2511,1076,13.99
65,0,0,0,1.99
0,322,17397,16321,9.99
0,0,47169,5022,9.99
0,0,12375,7533,6.99
48,0,717,540,6.99
0,0,19370,10940,2.99
0,3228,255753,225084,19.99
0,1485,69408,58468,29.99
55,352,154779,75686,9.99
75,0,897,1073,12.99
57,775,26544,19011,24.99
85,0,3946,2690,12.0
0,134,21163,7533,5.99
0,121,9506,7353,14.99
0,0,2332,1076,7.49
0,0,0,0,0.0
0,0,897,897,9.99
0,551,47707,37663,9.99
0,0,5022,539,9.99
0,0,0,0,9.99
0,0,533,533,9.99
0,197,39816,29772,4.99
0,0,13272,6995,4.99
0,130,6457,3587,9.99
0,263,30669,20087,2.99
0,0,13989,9147,5.99
0,0,2152,1435,4.99
0,0,20625,8967,4.99
0,0,3049,533,5.99
0,0,2152,1633,9.99
72,808,34614,27799,11.99
0,161,4125,3946,17.99
0,0,52729,8609,4.99
0,0,1435,538,7.99
0,0,8788,7174,19.99
0,208,24930,12196,6.99
0,0,8071,3946,2.79
0,0,14348,1255,9.99
80,12479,950553,798285,39.99
0,0,27082,5919,7.99
0,3935,1444482,898003,0.0
0,0,0,0,7.99
0,0,10044,5022,9.99
0,0,16321,7891,9.99
0,0,7533,4484,9.99
0,101,17935,9685,3.99
78,3620,199975,146349,9.99
0,0,17038,10044,14.99
0,0,5201,3228,15.99
0,0,1614,1435,3.99
0,0,1435,1255,7.99
0,339,30310,24033,2.99
0,202,15962,11837,3.39
0,124,60800,20446,4.99
0,0,1347,1077,49.99
0,0,24392,14348,12.99
0,148,11120,5739,1.99
0,0,36946,5022,0.0
0,163,143838,37843,0.0
0,188,19011,12016,4.99
0,0,20087,12375,9.99
0,0,2870,1973,0.0
0,0,14527,6636,4.99
75,115,6457,5022,14.99
0,0,0,0,4.99
0,0,27799,16859,6.99
