Metacritic,Recomendaciones,Propietarios,Jugadores,Precio
0,0,1793,1435,11.99
84,1588,87702,81245,29.99
0,0,0,0,4.99
0,0,0,0,24.99
79,0,2511,1793,14.99
0,102,7533,4304,6.99
0,0,0,0,0.0
0,0,6277,3408,3.99
0,0,6098,808,6.99
0,0,13093,1076,2.99
0,0,17218,1614,2.99
0,6493,215758,205714,24.99
0,0,11478,1973,9.99
0,0,533,533,8.99
0,126,17038,8609,0.49
0,0,3766,1793,9.99
54,192,43223,15065,9.99
0,0,0,0,14.99
0,0,7533,3228,4.99
0,492,13093,12913,17.99
0,0,897,803,9.99
0,0,897,1088,12.99
0,126,81604,60441,1.99
0,142,110659,33718,1.99
0,468,137920,50397,0.0
0,0,52549,8967,4.99
0,0,12196,3946,6.99
0,0,2511,2152,4.99
43,0,10761,6277,9.99
59,0,1077,539,19.99
0,1045,35691,34614,16.99
0,245,18832,13451,0.89
0,138,6098,3408,19.99
0,0,6636,3408,19.99
0,0,4842,1614,19.99
86,535,33718,27620,19.99
0,248,17756,15962,49.99
0,0,0,0,7.99
0,101,8071,4663,4.99
0,0,3408,1614,2.69
0,0,1435,897,17.99
0,0,12913,6995,9.99
0,0,0,0,9.99
0,251,157110,97746,1.99
0,0,10223,3228,4.99
0,0,4842,3946,4.99
0,240,43403,31924,4.99
0,133,94876,19549,0.0
0,1071,200692,143838,0.0
0,0,0,0,14.99
0,0,0,0,9.99
0,0,8967,803,14.99
0,0,1077,1077,12.99
0,0,5919,1873,14.99
0,0,19190,1435,3.99
0,162,7712,5739,19.99
0,0,5201,1793,6.99
73,825,36049,21522,4.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,10402,6098,14.99
0,0,4842,3587,14.99
0,0,1435,897,7.79
0,0,13093,4484,4.99
0,0,18652,2332,1.99
0,0,12734,5560,5.99
0,118,10761,9326,7.99
0,124,49142,34256,4.99
0,0,17397,8967,4.99
0,0,539,533,4.99
0,0,538,535,4.99
0,0,539,533,4.99
0,0,5739,4484,11.99
0,0,2332,1793,11.99
0,167,67973,13631,3.99
0,0,1076,717,19.99
85,23915,1392829,1291676,59.99
0,648,17038,12554,9.99
0,0,12375,5739,9.99
0,0,20984,9326,4.99
0,0,4304,1973,9.99
0,0,0,0,0.0
0,206,97746,26723,0.0
79,676,32104,23674,19.99
0,0,7174,3408,4.99
78,553,41071,37305,34.99
0,743,276198,171638,0.0
0,0,717,535,4.99
0,0,14169,6277,1.99
0,0,4842,2870,1.99
0,360,16500,11299,0.99
0,0,1605,1073,9.99
0,205,39098,16859,24.99
0,0,8250,2690,11.99
0,0,7353,4125,3.99
0,161,9685,5919,19.99
0,379,164822,62593,0.0
0,2084,669691,524956,0.0
0,0,717,1073,5.99
0,0,0,0,0.0
0,0,1614,538,5.99
0,0,26902,1873,12.99
0,342,19370,17935,9.99
0,0,2152,1793,4.99
0,0,15245,2332,0.0
0,126,6636,5380,29.99
0,1396,98284,94159,9.99
0,0,8967,1973,0.99
0,0,18114,7533,2.99
71,30933,1373638,1309073,19.99
0,0,12734,6277,9.99
0,110,7891,5919,9.99
0,0,0,0,0.0
0,0,0,0,6.99
0,0,5201,2511,5.99
0,0,7353,2690,9.99
0,127,4125,3946,14.99
84,403,79990,38381,9.99
0,0,1614,1076,4.99
0,0,1255,897,7.99
0,0,3587,1973,2.99
0,644,134153,81245,0.0
0,217,17218,13093,6.99
0,0,6995,4125,0.99
0,0,10761,5560,4.99
0,110,22419,6457,8.99
65,254,270280,147425,3.99
0,0,1614,808,9.99
63,490,31745,23136,14.99
0,0,7891,1616,5.09
0,0,3049,1973,4.99
0,0,11478,1614,0.99
0,114,10761,7891,6.99
0,315,106354,72278,2.99
0,0,0,0,0.0
0,166,23136,8967,14.99
0,0,6277,3049,14.99
54,124,6636,4304,3.74
0,0,10761,6995,4.99
0,3987,866438,635436,0.0
0,0,535,537,0.0
0,0,70305,5739,5.99
0,1278,513478,333232,0.0
0,0,9864,4125,4.99
0,8565,8250,6995,14.99
0,0,538,538,9.99
0,0,2511,544,9.99
0,295,194415,121420,0.49
0,0,1793,717,8.99
0,5198,259340,237638,19.99
0,1079,100077,71919,19.99
0,281,69408,26902,19.99
0,885,42506,38560,12.99
0,0,6277,3228,2.99
79,0,3946,1973,14.99
0,138,7533,3408,12.99
0,107,49500,27799,3.99
0,1013,259340,133077,1.99
0,0,6457,2690,2.99
0,0,4304,3946,8.99
0,0,5739,897,4.99
0,0,2152,1076,10.99
0,0,12913,5380,4.99
0,0,12016,4842,6.99
0,0,8788,0,4.99
0,0,6277,3408,4.99
0,0,9506,1614,5.99
81,16098,482630,431694,19.99
0,306,41788,27620,19.99
0,0,0,0,0.0
59,207,22598,9147,8.99
0,0,1435,1076,2.99
0,0,3049,2690,9.99
65,0,2511,2152,6.99
76,292,37843,21881,12.99
0,0,4304,1973,2.99
0,1160,83936,30489,0.0
84,2987,125545,106534,19.99
0,0,3766,1973,4.99
0,184,27620,16859,14.99
0,139,24033,4663,3.99
0,0,16321,10044,7.99
0,1829,64745,60261,29.99
0,457,11478,8071,9.99
0,193,31207,7891,7.99
0,0,808,808,4.99
77,432,21881,17576,14.99
0,190,21163,11658,3.99
0,0,7891,4663,9.99
0,0,6636,3408,11.99
0,238,29593,17218,3.99
0,0,12554,5919,14.99
0,0,5380,1435,4.99
0,0,533,533,9.99
0,0,1614,1255,4.99
0,0,36946,2511,1.99
0,0,7353,3228,5.99
0,0,0,0,9.99
0,0,0,0,0.0
0,0,10761,6277,1.99
0,101,107789,58289,4.99
0,0,535,537,2.99
0,0,33538,12734,1.99
0,1236,359775,242301,1.99
0,0,7891,897,1.99
0,0,11478,5201,1.99
0,1033,151550,55598,3.99
0,0,20805,10761,4.99
0,333,20446,11299,2.99
0,0,0,0,4.99
0,1467,165360,103664,0.0
0,329,19549,19011,14.99
0,664,148143,28158,4.99
0,0,0,0,0.0
0,0,2690,1793,2.99
0,135,154241,40533,14.99
0,0,5201,2870,3.99
0,0,25826,1793,0.99
0,0,10761,1435,7.99
0,0,6995,1605,4.99
68,896,196567,76582,4.99
0,3294,860878,658213,0.0
0,517,95414,64387,2.99
0,0,0,0,9.99
0,448,167871,88957,0.0
0,0,3049,1614,0.79
0,0,20805,8788,4.99
0,0,21163,3408,0.99
0,0,2870,2152,15.99
0,0,10940,1435,1.99
0,0,0,0,14.99
0,0,10044,4304,1.2
0,0,19190,2690,4.99
0,0,20984,11658,4.99
0,190,9685,9506,29.99
0,0,533,0,5.99
0,467,22239,19549,8.99
0,0,3408,2511,49.99
0,0,6098,3587,4.99
0,0,35870,1255,0.0
0,0,7174,717,19.99
0,0,1793,1435,14.99
0,0,535,537,5.99
0,0,0,0,3.99
0,211,12734,10223,9.99
0,169,65642,44658,2.99
0,0,12734,8071,6.99
0,0,4304,4125,9.99
0,188,13093,11837,19.99
0,0,3408,1973,2.99
0,0,0,0,4.99
0,0,4125,3049,8.99
0,0,6636,1081,4.99
0,0,10044,4663,7.99
0,0,13272,2332,4.99
0,2217,98822,88778,4.99
0,0,1793,1435,15.99
0,971,151730,135050,14.99
66,0,12913,7712,4.79
0,0,10402,2690,7.99
0,0,16141,8429,3.99
0,0,1793,2162,19.99
0,0,5022,0,2.99
0,0,539,539,9.99
0,0,10582,5022,9.99
0,0,2511,1621,4.99
88,1407,224904,145094,19.99
0,1470,71560,45196,29.99
0,0,4663,811,11.99
0,0,1347,1347,0.0
0,162,23315,15783,0.49
0,0,8250,5739,2.99
0,4021,311172,196029,0.0
0,0,4842,3408,9.99
0,0,8609,2870,1.99
0,0,0,0,1.99
0,786,212888,121061,0.0
0,6827,468640,456265,19.99
51,6870,289112,222932,7.99
0,311,70305,29234,1.35
86,661,161773,102409,14.99
0,0,3587,1070,15.0
0,0,1255,538,12.99
80,201,16141,11120,5.99
0,2248,823573,273508,29.99
0,0,1793,808,8.99
0,290,165719,47886,0.0
0,0,10402,5201,3.99
0,44352,1338,533,59.99
0,0,0,0,0.0
0,170,29951,15245,4.99
0,0,1435,1351,4.99
0,0,3587,2511,9.99
0,0,2152,1435,2.99
0,840,52191,46093,29.99
0,441,23495,18294,14.99
0,0,803,0,9.99
0,1311,196567,133795,0.99
80,1314,217730,116757,19.99
0,0,3408,2152,9.99
0,0,0,0,9.99
0,0,1973,1793,9.99
0,0,12016,5022,1.99
0,562,14348,13810,15.99
0,0,2332,1973,12.99
0,0,3049,1255,4.99
0,117,11299,9506,6.99
0,0,6098,3049,4.99
0,0,0,0,0.0
0,104,12734,2152,0.99
0,0,10761,5560,4.99
0,5890,1530928,1305486,0.0
0,105,13810,8609,0.49
0,0,3408,1255,5.99
0,310,5560,4484,3.99
0,118,55240,8967,0.0
0,0,1973,1076,8.49
0,253,16680,10044,1.99
0,0,14169,897,12.99
0,0,42147,28158,4.99
0,0,4125,1973,9.99
0,0,3946,2870,9.99
0,0,0,0,0.0
0,0,6636,5739,4.99
0,0,4663,1255,2.99
0,0,0,0,0.0
0,0,803,803,0.0
0,0,24033,13093,9.99
0,0,1435,1255,13.99
84,203,51653,19011,8.99
0,893,10402,8250,29.99
0,0,7712,3946,0.6
0,921,30489,29593,7.99
80,105,5560,3228,9.99
0,454,22598,11120,0.99
0,0,3228,1793,9.99
0,0,533,0,0.0
79,119,7353,6636,14.99
74,124,6098,3946,8.99
0,0,15424,2511,7.99
0,0,12554,4125,4.99
0,113,37305,17038,3.99
0,0,1076,539,9.99
0,0,1973,897,3.99
0,389,118371,39995,7.99
0,0,897,897,19.99
0,902,165002,104381,0.99
0,0,5919,808,2.99
0,0,16141,1255,9.99
0,0,8071,4125,6.99
0,0,0,0,0.0
0,0,11658,6636,1.99
0,234,26185,16321,2.99
0,0,16500,3049,1.99
0,0,7891,5022,6.99
86,16385,1186398,1077353,59.99
0,0,2332,1973,5.99
0,650,285704,163387,1.99
0,2386,244633,128594,0.0
0,0,7712,7353,17.99
0,0,533,0,0.0
0,0,10582,5919,1.99
0,0,22060,12554,4.99
0,0,0,0,3.99
0,0,5022,1973,4.99
0,451,185268,120523,1.99
0,0,0,0,9.99
0,0,1076,1347,14.99
0,0,8609,897,1.49
0,0,36767,2511,3.99
0,0,83756,39457,4.99
72,4956,168589,142045,9.99
78,856,45555,43941,14.99
0,367,103664,78555,0.49
0,392,135947,62055,0.0
0,0,0,0,8.99
0,0,10582,7353,4.99
0,217,14169,10582,19.99
0,124,10582,3946,3.99
0,0,3049,1435,4.99
0,544,152806,104023,1.99
0,0,1614,544,3.99
0,0,4842,2690,5.99
0,0,0,0,0.0
0,0,533,0,7.99
0,451,112632,33538,0.0
0,191,32642,28696,19.99
0,0,24571,3946,9.99
0,0,0,0,9.99
0,0,0,0,9.99
0,0,5739,544,4.99
0,194,74251,52370,1.99
0,887,200692,140431,0.99
0,0,3228,1614,1.59
0,0,11299,7891,4.99
0,112,8250,4304,9.99
0,2422,132539,62772,0.0
0,0,2511,1614,6.99
0,0,8788,4484,7.99
0,0,3766,717,14.99
0,0,0,0,0.0
0,182,3408,1435,4.99
0,0,4125,2152,3.99
0,0,3228,1255,4.99
0,1013,336460,231182,0.0
0,11642,507021,439406,24.99
0,0,1076,717,9.99
0,1319,337357,247144,0.0
0,0,0,0,1.99
0,0,7533,3408,2.99
0,0,3587,2511,9.99
0,0,2870,811,2.99
0,0,1973,1255,4.99
0,115,3946,3228,24.99
0,0,1076,0,7.99
0,0,3408,1793,19.99
0,362,178094,114066,0.0
0,0,9147,3946,9.99
0,0,0,0,8.99
0,0,0,0,2.99
0,0,16141,1435,0.0
0,0,3946,3228,3.99
0,0,12554,4304,4.99
69,5361,304536,248220,59.99
0,0,5201,2870,9.99
0,103,27082,13451,9.99
0,0,9864,6098,4.99
0,612,248937,191545,0.0
0,0,0,0,10.99
0,0,0,0,0.0
74,277,18832,15065,14.99
83,5774,317090,301128,19.99
0,129,90392,50577,1.99
0,0,9685,1973,2.99
0,0,29234,8967,4.99
0,120,36946,22239,2.99
0,1319,50577,48783,14.99
0,0,6098,2690,0.0
0,0,53446,1077,0.0
53,317,30669,18114,5.99
0,0,1338,803,11.99
0,0,1076,717,9.99
0,0,13272,6636,4.99
0,351,44120,31924,0.99
0,0,0,0,9.99
0,0,533,0,0.0
76,810,34076,32462,9.99
0,0,7712,0,5.99
0,0,5380,3049,6.99
0,0,19190,10940,7.99
0,0,4842,2511,9.99
0,251,26006,13989,9.99
76,220,143300,52729,4.99
0,820,68870,64745,9.99
0,0,6995,2332,3.99
0,152,12734,5919,1.99
0,0,2332,1255,11.99
40,246,8609,6636,4.99
0,0,13451,7533,0.99
0,0,3587,2690,6.99
0,0,24212,11299,8.99
0,0,0,0,0.0
0,0,1614,0,7.99
0,166,8967,4304,1.99
0,1853,316552,198540,0.0
0,0,0,0,5.99
58,0,11299,4484,14.99
60,198,15424,10223,24.99
0,0,1255,897,0.0
0,288,8788,7712,14.99
0,0,13093,7891,9.99
0,0,6815,1610,2.99
0,0,10402,1338,3.99
0,406,195132,123751,0.5
0,0,1605,535,2.99
0,0,0,0,0.0
0,0,1435,1255,14.99
0,0,1076,897,14.99
0,0,0,0,0.0
0,306,25109,19908,9.99
0,0,5919,1605,1.99
0,0,10402,1614,3.99
0,0,5560,544,2.99
0,180,4663,4304,14.99
0,279,8788,6277,24.99
0,0,1973,1435,14.99
0,0,0,0,14.99
0,0,8609,0,0.99
0,208,44479,40354,29.99
0,0,0,0,4.99
0,0,12016,7353,5.99
0,0,897,540,19.99
0,501,9685,9147,15.99
0,0,0,0,9.99
0,0,717,539,9.99
0,0,2690,1076,3.99
0,0,0,0,4.99
0,0,0,0,4.99
0,435,14527,11478,7.99
0,123,7353,6815,17.99
0,0,1435,897,14.99
0,0,8071,3766,5.99
0,0,2690,1255,9.99
0,209,20984,18114,9.99
0,0,8609,1435,14.99
0,299,258801,126441,1.99
0,175,26902,15783,1.99
0,0,12375,6636,4.99
0,0,0,0,16.99
0,279,29413,12196,4.99
0,0,35153,20625,1.99
0,0,8429,1081,7.99
0,0,2511,0,6.99
0,0,539,539,7.99
0,0,3228,1973,1.99
0,0,1435,1077,6.99
0,0,2332,1435,6.99
0,278,127518,45555,1.99
0,0,62234,8071,0.0
0,0,12016,3766,3.99
0,0,539,0,1.49
0,0,12375,7712,0.99
0,0,10402,7533,1.99
0,0,3049,2152,6.99
62,133,9326,6815,4.99
0,121,50397,2690,2.99
0,0,0,0,11.99
0,0,533,533,6.99
0,165,91827,24750,0.0
0,109,1255,1076,4.99
0,0,8250,897,19.99
0,0,8250,897,19.99
0,0,1076,1077,9.99
0,3763,278889,220600,0.99
0,0,0,0,7.99
0,432,126621,59723,0.0
75,496,91289,35153,14.99
0,0,533,533,2.99
0,0,7174,1610,2.99
0,0,4663,2690,4.99
0,0,14707,808,2.99
0,0,11299,5919,9.99
0,0,18473,8967,4.99
0,229,14527,10761,3.99
0,0,6277,1600,3.99
0,0,92006,3228,1.99
43,706,17576,12196,9.99
0,0,3587,1973,2.99
0,0,5919,2152,6.99
0,0,6098,4304,0.99
0,0,3766,2140,4.99
0,0,8788,1435,1.99
0,0,31027,18114,1.99
0,0,10223,897,4.49
0,192,89675,27082,0.0
0,331,78017,11299,0.99
0,200,4484,3049,9.99
0,288,18114,15245,9.99
0,267,173252,84115,0.0
0,0,9685,1973,4.49
0,180,56316,12913,5.99
0,474,204279,128235,0.5
0,516,33000,31027,11.99
0,0,31386,12913,9.99
0,0,9685,1076,4.99
0,0,12554,6457,1.99
0,175,16859,13272,19.99
79,185,110300,26902,24.99
79,604,148143,74968,44.99
72,134,13272,10582,12.99
0,0,3946,3228,4.99
0,0,538,537,4.99
0,1286,319960,192442,0.99
0,1446,277274,168589,0.99
0,0,2511,1614,39.99
0,0,97028,56136,5.99
0,0,6098,1793,19.99
0,145,6995,6098,13.99
0,0,2690,2332,6.99
0,117,18294,11837,1.99
0,0,808,544,0.0
0,0,5201,3946,0.0
0,0,717,539,1.99
0,183,24930,15962,0.49
0,0,0,0,0.0
0,112,32642,13631,14.99
0,111,9685,4304,0.99
0,2194,67794,62952,14.39
0,0,0,0,0.0
0,0,11658,6815,3.99
0,0,2870,1076,4.99
0,1325,59185,46272,0.99
0,0,538,540,7.99
0,0,808,808,0.0
0,0,1338,803,6.99
0,0,1255,897,11.99
0,0,3049,1973,6.99
76,140,7891,5201,9.99
0,0,21881,1435,2.99
0,0,1973,0,4.99
0,0,7712,4663,4.99
54,281,18652,12554,8.99
0,0,0,0,0.0
0,0,2332,544,3.99
0,220,66539,15245,14.99
67,0,2690,1973,19.99
0,0,20267,11299,9.99
57,114,6098,4484,59.99
0,0,539,539,4.99
67,1651,53446,41788,12.99
0,0,12016,1973,9.99
69,230,15962,11478,9.99
64,114,8609,3049,9.99
0,146,8071,5739,14.99
0,0,1435,897,0.99
0,0,6098,3587,6.99
0,0,9506,3766,4.99
0,122,12375,7891,14.99
0,0,0,0,9.99
0,696,24392,16141,2.99
0,0,1076,1077,12.99
0,0,5739,1081,2.49
0,0,13093,6457,9.99
0,319,12554,10582,34.99
69,216,5560,4304,9.99
0,0,12375,1351,2.99
0,0,15962,6457,0.49
0,133,4125,3587,12.99
0,260,108686,40533,0.0
0,0,0,0,19.99
0,0,14886,1614,0.99
0,0,0,0,2.99
0,0,1605,535,4.99
0,0,9326,1886,2.99
0,157,23315,19190,4.99
0,0,23674,4125,29.99
0,0,1793,897,5.99
0,0,897,538,9.99
0,0,1347,1077,0.0
0,0,1973,1255,9.99
0,0,3408,2511,3.99
0,0,1435,1435,3.99
0,0,4125,3049,3.99
0,0,1338,803,2.99
0,0,0,0,6.49
0,0,1435,717,1.99
0,0,27799,14348,9.99
0,404,176480,62593,4.99
0,0,2332,2332,12.99
0,0,15603,2152,4.99
0,0,535,533,6.99
0,196,8788,7353,4.99
0,0,1793,1076,9.99
0,166,7712,5919,9.99
0,106,12734,7174,3.99
0,0,11837,3049,0.99
0,266,105099,66180,0.99
78,300,21701,16859,9.99
0,0,10940,6457,9.99
0,155,5022,1793,2.99
0,0,1793,717,5.99
0,0,0,0,0.0
0,0,8609,5919,12.99
0,0,5560,1255,3.99
0,0,11658,1435,2.99
0,0,10582,897,10.99
0,0,0,0,0.0
0,0,0,0,11.99
0,2093,468461,347759,0.0
0,0,897,1077,9.99
0,0,2690,533,2.99
0,706,138637,48962,0.0
74,0,8071,5739,19.99
0,0,4304,3228,4.99
0,0,70305,13093,0.0
0,0,0,0,33.99
0,0,2690,1435,0.99
0,0,0,0,0.0
0,0,25647,11299,5.99
0,0,1973,1076,9.99
0,0,0,0,4.99
0,0,0,0,11.99
0,403,10761,7891,6.99
0,0,24212,15245,2.99
0,160,22777,4125,7.99
0,891,99898,87702,23.99
0,0,10940,9506,14.99
49,0,5380,3408,4.99
54,0,139893,29593,19.99
72,0,3049,1435,4.99
0,0,3049,1435,4.49
0,0,10761,4484,0.99
0,0,54522,42865,1.99
0,171,17218,5919,3.99
0,0,717,539,15.99
0,0,7712,897,9.99
0,0,1435,897,0.0
0,0,4484,2870,9.99
0,0,0,0,9.99
0,830,32462,27799,19.99
0,0,14707,1076,9.99
0,319,102409,72995,2.39
0,0,717,803,9.99
0,0,6457,3766,7.99
0,0,34256,3228,9.99
0,0,7174,4304,4.99
83,229,11478,9864,9.99
0,1942,43941,33718,2.99
0,242,19370,8609,6.99
0,0,539,544,9.99
0,0,539,539,1.99
0,0,0,0,9.99
0,0,4663,3228,24.99
0,0,808,1067,1.99
0,0,2332,0,4.99
40,148,4125,1973,39.99
0,0,0,0,9.99
63,0,8250,7174,9.99
0,175,29772,14886,9.99
0,0,4484,544,0.99
0,0,22777,2690,4.99
0,145,16141,6277,4.99
0,0,7174,6098,0.0
0,0,717,811,3.99
0,0,9326,6098,3.99
0,0,808,533,9.99
0,0,14886,7174,3.99
0,316,295030,147246,0.5
0,337,31027,24571,19.99
0,0,2511,1255,9.99
0,0,2332,1973,14.99
0,432,13631,8967,3.0
63,1731,390265,278530,0.0
0,4776,5995836,1567157,0.0
0,0,26723,22777,0.0
0,0,0,0,0.0
0,0,808,808,9.99
0,103,78555,9326,9.99
0,0,3587,2870,4.99
0,0,2690,1435,0.99
0,112,107251,69229,0.99
0,0,3766,3049,16.99
73,401,63310,34076,19.99
0,0,2870,897,7.99
0,2692,248579,160159,0.99
0,0,1793,1076,9.99
0,1188,121240,46272,0.0
0,0,1435,544,4.99
0,0,1614,0,0.0
0,0,8609,5560,4.99
0,0,6098,808,1.99
0,360,13631,8788,2.99
66,0,897,897,14.99
0,126,10044,7712,14.99
0,224,12913,9506,12.99
0,0,24571,5022,6.99
0,0,2690,1614,14.99
0,0,15245,2870,9.99
0,0,2511,2152,19.99
0,0,1614,897,7.99
0,0,4663,3228,3.99
0,0,2152,1973,6.99
0,0,533,533,3.99
0,0,6277,3049,6.99
0,0,7533,3946,3.99
0,0,2332,1435,0.0
0,0,3946,2511,0.99
0,0,533,0,0.0
0,0,2332,1351,3.99
0,0,3049,2408,9.99
0,0,6277,1255,2.99
0,0,7891,5380,0.59
0,0,1614,1255,14.99
0,0,9506,1435,4.99
0,1260,263106,181143,0.0
0,0,0,0,12.99
0,0,14707,10044,3.99
0,0,0,0,8.99
0,447,20087,17576,9.99
0,0,11299,7174,5.99
0,0,1255,544,4.99
0,301,13631,12196,14.99
0,679,143659,67973,0.0
0,432,134512,58827,0.0
0,0,2332,1435,9.99
0,0,2152,1793,19.99
0,126,5022,2870,6.99
0,0,0,0,2.99
0,0,2152,803,1.99
74,950,63848,46093,9.99
0,0,16680,9147,9.99
0,0,16141,7712,9.99
0,1410,73354,71202,49.99
0,0,1076,538,4.99
87,1026,199616,126441,0.0
0,263,23136,9506,2.99
0,0,5201,2870,2.99
0,0,5201,1073,6.99
0,0,5380,539,6.99
0,0,12196,9506,9.99
0,473,36767,19370,0.99
85,200,60082,24930,9.99
0,0,2152,1973,3.99
0,285,74071,20267,11.99
0,625,27261,25109,59.99
0,147,17038,6457,7.99
69,121,71560,24571,9.99
0,0,1255,1255,3.99
0,198,19908,5919,1.99
0,0,538,533,10.99
0,0,803,0,0.0
71,0,9864,6815,9.99
0,607,44479,40712,24.99
0,0,1435,897,24.99
0,0,0,0,0.0
0,0,0,0,3.99
0,0,5022,3766,0.0
0,0,3587,1973,7.99
0,0,5560,2332,7.99
0,0,2332,1614,4.99
0,0,538,538,9.99
0,0,0,0,8.99
0,0,0,0,5.99
0,0,10223,7174,3.99
0,145,15065,9685,2.99
70,1464,54702,48066,29.99
0,0,0,0,1.99
0,678,17397,17038,11.99
0,0,1614,1076,6.99
0,309,18652,18114,15.99
0,754,122496,55060,0.0
0,0,6457,3408,4.99
0,0,87164,50397,4.99
0,0,6995,3946,3.99
0,0,6815,4663,4.99
0,0,8429,2870,6.99
0,0,6457,3408,4.99
0,0,10582,6636,4.99
0,995,210915,101871,0.0
0,0,6815,1255,7.99
0,0,539,539,2.99
0,0,1255,897,2.99
0,0,2870,1435,1.99
0,119,123572,48066,0.99
0,0,717,540,0.0
0,142,8429,6636,11.99
0,138,18294,8609,4.99
0,211,14527,11120,7.99
0,0,2870,2152,4.99
87,416,14527,10761,34.99
0,1779,121958,67077,4.99
0,0,538,538,3.99
0,526,459135,232258,0.0
0,0,538,0,6.99
0,0,6995,5380,9.99
0,254,94697,71381,0.0
83,1726,82501,71560,29.99
84,997,72099,53087,29.99
0,0,0,0,14.99
0,0,1614,1255,12.99
0,0,0,0,9.99
0,0,1255,1081,8.99
0,0,16500,1076,2.99
0,0,717,535,39.99
0,0,1255,897,9.99
0,107,14707,8429,4.99
0,498,67615,42327,4.99
0,0,11120,2155,4.99
0,0,4304,1973,6.99
0,0,17756,2155,14.99
0,198,115322,46452,4.99
0,286,33538,18652,8.99
0,0,0,0,11.99
0,264,9864,8429,0.0
0,102,5380,5201,14.99
0,478,133077,59006,4.99
0,0,0,0,0.0
0,0,4304,1973,5.99
0,0,12016,533,2.99
0,204,12016,9147,5.99
0,0,74251,46272,4.99
0,120,33000,13810,9.99
0,0,0,0,0.0
0,155,12375,10223,9.99
0,565,204100,135768,0.0
0,0,0,0,11.99
0,0,808,808,9.99
0,0,22957,14527,0.98
0,0,1255,1077,14.99
0,282,39457,26902,4.99
0,0,1973,1435,9.99
0,0,8609,5739,0.99
0,0,808,808,4.99
59,117,17576,8609,4.99
0,0,0,0,2.99
0,899,37843,30131,2.99
0,204,10223,7533,3.99
0,0,10044,6098,4.99
55,111,5022,3587,9.99
0,0,0,0,0.0
0,0,49321,8071,0.0
0,0,78376,22060,0.0
0,0,3408,897,1.99
0,178,3408,2511,4.99
0,0,533,0,7.99
0,0,538,540,4.99
0,297,153165,99539,4.99
0,0,10223,5739,2.99
0,1916,140431,66718,0.0
0,168,111914,75327,0.99
0,0,0,0,7.99
0,0,9685,6098,6.99
0,0,2870,2870,7.99
0,0,12554,2152,8.99
0,0,7353,3228,7.99
0,0,21881,13093,2.99
0,0,14886,7174,3.99
0,0,3587,539,4.99
0,0,1255,1255,3.99
0,0,1435,1255,29.99
0,0,7712,4125,4.99
0,0,3408,1793,9.99
0,0,2332,0,5.99
0,0,0,0,9.99
0,110,9147,5560,0.99
0,597,56316,49142,4.99
0,0,4842,2332,3.99
81,301,27440,25468,12.99
0,0,8788,1616,2.99
0,0,10223,1886,4.99
0,0,3408,3049,15.99
0,0,10044,1255,2.99
0,0,0,0,0.0
0,0,1973,897,3.99
0,120,4125,2511,9.99
0,0,1076,533,0.0
0,328,9685,7533,19.99
0,0,0,0,4.99
0,0,1067,1067,2.99
0,0,897,538,4.99
0,167,7533,4842,6.99
0,0,0,0,4.99
0,24543,1469591,1320372,0.0
76,364,17935,14707,19.99
0,710,290188,204279,0.0
0,0,1793,808,9.99
0,0,535,537,4.99
0,0,11658,5919,3.99
0,359,8788,6457,9.99
0,0,0,0,5.39
0,176,31386,18473,6.99
0,0,4304,2511,8.99
0,516,41788,36049,14.99
0,0,0,0,19.99
0,0,36587,2511,0.0
0,207,11120,8429,5.99
0,6603,213067,197464,19.99
0,0,4663,2690,4.99
0,0,11837,6277,7.99
0,0,36049,9326,2.99
0,0,7891,4663,0.99
0,0,1255,1255,5.99
0,720,97746,74609,11.24
0,0,5919,3766,0.0
0,154,15065,8250,6.99
0,0,8609,4842,2.99
0,0,2332,811,4.99
0,0,535,533,11.99
0,0,12554,5739,3.49
78,582,27261,17756,14.99
0,238,22239,17038,24.99
55,0,5380,2870,4.99
0,315,30669,8071,19.99
0,0,25109,3228,14.99
0,0,3228,1435,9.99
0,0,1614,1076,0.0
0,0,8250,5201,4.99
0,0,3766,535,7.99
0,0,0,0,0.0
0,0,61696,2332,4.99
0,0,21163,11837,9.99
0,0,3228,1070,0.0
0,0,4842,2690,0.0
0,0,0,0,9.99
0,0,533,0,0.0
0,0,3049,2690,9.99
0,0,1435,808,8.99
0,0,2152,1076,12.99
0,706,97387,62055,0.99
0,0,17038,8788,4.99
0,597,214143,154061,0.0
0,0,8250,3408,0.99
0,187,80349,27261,0.0
0,0,2511,1605,7.99
0,0,1076,1070,4.99
0,182,14527,13989,14.99
0,0,5201,3587,9.99
0,0,0,0,0.0
0,0,0,0,0.0
76,1095,122496,52370,29.99
0,101,26006,14348,6.99
0,0,1255,0,6.99
80,548,38381,31207,19.99
0,0,2870,1605,3.99
0,0,5380,3766,29.99
0,0,1614,538,19.99
0,276,22060,11299,9.99
79,0,8250,5739,14.99
0,296,32821,18473,2.99
0,0,12913,5201,7.99
0,0,1076,1076,7.99
0,0,4304,1973,9.99
0,0,0,0,4.99
0,0,539,533,9.99
0,0,1255,1076,11.99
0,211,180246,87343,2.99
0,0,0,0,10.99
67,0,1614,1347,14.99
83,1855,215578,103664,4.99
0,0,1793,1070,9.99
0,0,11299,1076,3.49
75,534,32642,28158,24.99
